
gift_id,title,description,category,price,currency,store_url,image_url,age_min,age_max
RU45,Компактный чашка 45,Компактный чашка 45. Отличный вариант подарка для разных случаев.,Красота и здоровье,4355,RUB,https://store.example.com/item/RU45,https://images.example.com/RU45.jpg,8,54
RU46,Стильный свеча 46,Стильный свеча 46. Отличный вариант подарка для разных случаев.,Детские товары,3071,RUB,https://store.example.com/item/RU46,https://images.example.com/RU46.jpg,0,29
RU47,Набор свеча 47,Набор свеча 47. Отличный вариант подарка для разных случаев.,Красота и здоровье,4839,RUB,https://store.example.com/item/RU47,https://images.example.com/RU47.jpg,6,20
RU48,Подарочный масло 48,Подарочный масло 48. Отличный вариант подарка для разных случаев.,Канцелярия,2742,RUB,https://store.example.com/item/RU48,https://images.example.com/RU48.jpg,16,26
RU49,Уютный ручка 49,Уютный ручка 49. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1164,RUB,https://store.example.com/item/RU49,https://images.example.com/RU49.jpg,8,63
RU50,Красочный ожерелье 50,Красочный ожерелье 50. Отличный вариант подарка для разных случаев.,Электроника,3167,RUB,https://store.example.com/item/RU50,https://images.example.com/RU50.jpg,8,29
RU51,Компактный книга 51,Компактный книга 51. Отличный вариант подарка для разных случаев.,Красота и здоровье,1417,RUB,https://store.example.com/item/RU51,https://images.example.com/RU51.jpg,6,46
RU52,Подарочный игра 52,Подарочный игра 52. Отличный вариант подарка для разных случаев.,Творчество и хобби,5893,RUB,https://store.example.com/item/RU52,https://images.example.com/RU52.jpg,0,36
RU53,Декоративный книга 53,Декоративный книга 53. Отличный вариант подарка для разных случаев.,Украшения,2986,RUB,https://store.example.com/item/RU53,https://images.example.com/RU53.jpg,12,64
RU54,Набор набор ножей 54,Набор набор ножей 54. Отличный вариант подарка для разных случаев.,Дом и уют,2470,RUB,https://store.example.com/item/RU54,https://images.example.com/RU54.jpg,6,61
RU55,Компактный книга 55,Компактный книга 55. Отличный вариант подарка для разных случаев.,Еда и напитки,4456,RUB,https://store.example.com/item/RU55,https://images.example.com/RU55.jpg,3,50
RU56,Подарочный ручка 56,Подарочный ручка 56. Отличный вариант подарка для разных случаев.,Дом и уют,3061,RUB,https://store.example.com/item/RU56,https://images.example.com/RU56.jpg,3,79
RU57,Красочный плед 57,Красочный плед 57. Отличный вариант подарка для разных случаев.,Детские товары,5923,RUB,https://store.example.com/item/RU57,https://images.example.com/RU57.jpg,6,38
RU58,Креативный ручка 58,Креативный ручка 58. Отличный вариант подарка для разных случаев.,Детские товары,3498,RUB,https://store.example.com/item/RU58,https://images.example.com/RU58.jpg,6,37
RU59,Стильный чай 59,Стильный чай 59. Отличный вариант подарка для разных случаев.,Украшения,5914,RUB,https://store.example.com/item/RU59,https://images.example.com/RU59.jpg,18,54
RU60,Стильный свеча 60,Стильный свеча 60. Отличный вариант подарка для разных случаев.,Еда и напитки,1849,RUB,https://store.example.com/item/RU60,https://images.example.com/RU60.jpg,6,15
RU61,Стильный фонарь 61,Стильный фонарь 61. Отличный вариант подарка для разных случаев.,Еда и напитки,3043,RUB,https://store.example.com/item/RU61,https://images.example.com/RU61.jpg,3,7
RU62,Набор свеча 62,Набор свеча 62. Отличный вариант подарка для разных случаев.,Детские товары,1767,RUB,https://store.example.com/item/RU62,https://images.example.com/RU62.jpg,18,22
RU63,Красочный фонарь 63,Красочный фонарь 63. Отличный вариант подарка для разных случаев.,Красота и здоровье,5334,RUB,https://store.example.com/item/RU63,https://images.example.com/RU63.jpg,16,67
RU64,Классический фонарь 64,Классический фонарь 64. Отличный вариант подарка для разных случаев.,Канцелярия,762,RUB,https://store.example.com/item/RU64,https://images.example.com/RU64.jpg,6,71
RU65,Ароматический ожерелье 65,Ароматический ожерелье 65. Отличный вариант подарка для разных случаев.,Украшения,1755,RUB,https://store.example.com/item/RU65,https://images.example.com/RU65.jpg,6,19
RU66,Классический масло 66,Классический масло 66. Отличный вариант подарка для разных случаев.,Красота и здоровье,2616,RUB,https://store.example.com/item/RU66,https://images.example.com/RU66.jpg,8,43
RU67,Ароматический ожерелье 67,Ароматический ожерелье 67. Отличный вариант подарка для разных случаев.,Еда и напитки,4642,RUB,https://store.example.com/item/RU67,https://images.example.com/RU67.jpg,18,50
RU68,Компактный масло 68,Компактный масло 68. Отличный вариант подарка для разных случаев.,Еда и напитки,944,RUB,https://store.example.com/item/RU68,https://images.example.com/RU68.jpg,3,42
RU69,Уютный набор 69,Уютный набор 69. Отличный вариант подарка для разных случаев.,Творчество и хобби,5471,RUB,https://store.example.com/item/RU69,https://images.example.com/RU69.jpg,18,20
RU70,Креативный свеча 70,Креативный свеча 70. Отличный вариант подарка для разных случаев.,Детские товары,4609,RUB,https://store.example.com/item/RU70,https://images.example.com/RU70.jpg,8,61
RU71,Креативный браслет 71,Креативный браслет 71. Отличный вариант подарка для разных случаев.,Красота и здоровье,797,RUB,https://store.example.com/item/RU71,https://images.example.com/RU71.jpg,6,67
RU72,Декоративный набор 72,Декоративный набор 72. Отличный вариант подарка для разных случаев.,Еда и напитки,5629,RUB,https://store.example.com/item/RU72,https://images.example.com/RU72.jpg,0,56
RU73,Уютный книга 73,Уютный книга 73. Отличный вариант подарка для разных случаев.,Красота и здоровье,5386,RUB,https://store.example.com/item/RU73,https://images.example.com/RU73.jpg,16,79
RU74,Ароматический ручка 74,Ароматический ручка 74. Отличный вариант подарка для разных случаев.,Игры и хобби,2060,RUB,https://store.example.com/item/RU74,https://images.example.com/RU74.jpg,8,50
RU75,Декоративный ручка 75,Декоративный ручка 75. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1332,RUB,https://store.example.com/item/RU75,https://images.example.com/RU75.jpg,16,18
RU76,Ароматический масло 76,Ароматический масло 76. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,5282,RUB,https://store.example.com/item/RU76,https://images.example.com/RU76.jpg,18,65
RU77,Компактный масло 77,Компактный масло 77. Отличный вариант подарка для разных случаев.,Украшения,1516,RUB,https://store.example.com/item/RU77,https://images.example.com/RU77.jpg,3,21
RU78,Стильный ручка 78,Стильный ручка 78. Отличный вариант подарка для разных случаев.,Творчество и хобби,3998,RUB,https://store.example.com/item/RU78,https://images.example.com/RU78.jpg,8,16
RU79,Уютный ручка 79,Уютный ручка 79. Отличный вариант подарка для разных случаев.,Электроника,586,RUB,https://store.example.com/item/RU79,https://images.example.com/RU79.jpg,0,46
RU80,Классический ручка 80,Классический ручка 80. Отличный вариант подарка для разных случаев.,Украшения,5108,RUB,https://store.example.com/item/RU80,https://images.example.com/RU80.jpg,8,74
RU81,Креативный браслет 81,Креативный браслет 81. Отличный вариант подарка для разных случаев.,Дом и уют,4852,RUB,https://store.example.com/item/RU81,https://images.example.com/RU81.jpg,3,50
RU82,Компактный фонарь 82,Компактный фонарь 82. Отличный вариант подарка для разных случаев.,Творчество и хобби,847,RUB,https://store.example.com/item/RU82,https://images.example.com/RU82.jpg,0,50
RU83,Декоративный плед 83,Декоративный плед 83. Отличный вариант подарка для разных случаев.,Детские товары,3360,RUB,https://store.example.com/item/RU83,https://images.example.com/RU83.jpg,6,34
RU84,Набор ручка 84,Набор ручка 84. Отличный вариант подарка для разных случаев.,Электроника,2719,RUB,https://store.example.com/item/RU84,https://images.example.com/RU84.jpg,6,32
RU85,Красочный браслет 85,Красочный браслет 85. Отличный вариант подарка для разных случаев.,Творчество и хобби,4623,RUB,https://store.example.com/item/RU85,https://images.example.com/RU85.jpg,0,56
RU86,Уютный ручка 86,Уютный ручка 86. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,1333,RUB,https://store.example.com/item/RU86,https://images.example.com/RU86.jpg,16,40
RU87,Ароматический ручка 87,Ароматический ручка 87. Отличный вариант подарка для разных случаев.,Детские товары,5397,RUB,https://store.example.com/item/RU87,https://images.example.com/RU87.jpg,6,36
RU88,Креативный чашка 88,Креативный чашка 88. Отличный вариант подарка для разных случаев.,Игры и хобби,5589,RUB,https://store.example.com/item/RU88,https://images.example.com/RU88.jpg,6,45
RU89,Креативный чай 89,Креативный чай 89. Отличный вариант подарка для разных случаев.,Детские товары,3939,RUB,https://store.example.com/item/RU89,https://images.example.com/RU89.jpg,18,59
RU90,Подарочный игра 90,Подарочный игра 90. Отличный вариант подарка для разных случаев.,Красота и здоровье,3720,RUB,https://store.example.com/item/RU90,https://images.example.com/RU90.jpg,8,37
RU91,Креативный набор ножей 91,Креативный набор ножей 91. Отличный вариант подарка для разных случаев.,Дом и уют,2297,RUB,https://store.example.com/item/RU91,https://images.example.com/RU91.jpg,3,80
RU92,Классический чашка 92,Классический чашка 92. Отличный вариант подарка для разных случаев.,Красота и здоровье,4855,RUB,https://store.example.com/item/RU92,https://images.example.com/RU92.jpg,8,68
RU93,Ароматический набор ножей 93,Ароматический набор ножей 93. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,3413,RUB,https://store.example.com/item/RU93,https://images.example.com/RU93.jpg,3,20
RU94,Креативный чашка 94,Креативный чашка 94. Отличный вариант подарка для разных случаев.,Детские товары,5148,RUB,https://store.example.com/item/RU94,https://images.example.com/RU94.jpg,16,43
RU95,Уютный чашка 95,Уютный чашка 95. Отличный вариант подарка для разных случаев.,Еда и напитки,4151,RUB,https://store.example.com/item/RU95,https://images.example.com/RU95.jpg,18,58
RU96,Компактный плед 96,Компактный плед 96. Отличный вариант подарка для разных случаев.,Красота и здоровье,5070,RUB,https://store.example.com/item/RU96,https://images.example.com/RU96.jpg,6,43
RU97,Декоративный книга 97,Декоративный книга 97. Отличный вариант подарка для разных случаев.,Игры и хобби,709,RUB,https://store.example.com/item/RU97,https://images.example.com/RU97.jpg,0,22
RU98,Уютный чай 98,Уютный чай 98. Отличный вариант подарка для разных случаев.,Украшения,2537,RUB,https://store.example.com/item/RU98,https://images.example.com/RU98.jpg,12,29
RU99,Подарочный свеча 99,Подарочный свеча 99. Отличный вариант подарка для разных случаев.,Украшения,994,RUB,https://store.example.com/item/RU99,https://images.example.com/RU99.jpg,18,74
RU100,Красочный книга 100,Красочный книга 100. Отличный вариант подарка для разных случаев.,Еда и напитки,3059,RUB,https://store.example.com/item/RU100,https://images.example.com/RU100.jpg,3,8
RU101,Креативный набор 101,Креативный набор 101. Отличный вариант подарка для разных случаев.,Еда и напитки,1522,RUB,https://store.example.com/item/RU101,https://images.example.com/RU101.jpg,18,45
RU102,Ароматический книга 102,Ароматический книга 102. Отличный вариант подарка для разных случаев.,Красота и здоровье,4656,RUB,https://store.example.com/item/RU102,https://images.example.com/RU102.jpg,16,43
RU103,Классический набор 103,Классический набор 103. Отличный вариант подарка для разных случаев.,Игры и хобби,1656,RUB,https://store.example.com/item/RU103,https://images.example.com/RU103.jpg,6,20
RU104,Набор чай 104,Набор чай 104. Отличный вариант подарка для разных случаев.,Творчество и хобби,4162,RUB,https://store.example.com/item/RU104,https://images.example.com/RU104.jpg,3,20
RU105,Креативный плед 105,Креативный плед 105. Отличный вариант подарка для разных случаев.,Еда и напитки,613,RUB,https://store.example.com/item/RU105,https://images.example.com/RU105.jpg,18,30
RU106,Набор ожерелье 106,Набор ожерелье 106. Отличный вариант подарка для разных случаев.,Красота и здоровье,2726,RUB,https://store.example.com/item/RU106,https://images.example.com/RU106.jpg,3,33
RU107,Декоративный браслет 107,Декоративный браслет 107. Отличный вариант подарка для разных случаев.,Творчество и хобби,3448,RUB,https://store.example.com/item/RU107,https://images.example.com/RU107.jpg,0,29
RU108,Подарочный ожерелье 108,Подарочный ожерелье 108. Отличный вариант подарка для разных случаев.,Дом и уют,2017,RUB,https://store.example.com/item/RU108,https://images.example.com/RU108.jpg,3,49
RU109,Декоративный чай 109,Декоративный чай 109. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,4834,RUB,https://store.example.com/item/RU109,https://images.example.com/RU109.jpg,0,65
RU110,Компактный книга 110,Компактный книга 110. Отличный вариант подарка для разных случаев.,Электроника,2902,RUB,https://store.example.com/item/RU110,https://images.example.com/RU110.jpg,18,40
RU111,Ароматический фонарь 111,Ароматический фонарь 111. Отличный вариант подарка для разных случаев.,Творчество и хобби,3484,RUB,https://store.example.com/item/RU111,https://images.example.com/RU111.jpg,8,16
RU112,Стильный свеча 112,Стильный свеча 112. Отличный вариант подарка для разных случаев.,Украшения,5180,RUB,https://store.example.com/item/RU112,https://images.example.com/RU112.jpg,0,11
RU113,Стильный игра 113,Стильный игра 113. Отличный вариант подарка для разных случаев.,Канцелярия,3381,RUB,https://store.example.com/item/RU113,https://images.example.com/RU113.jpg,8,32
RU114,Компактный масло 114,Компактный масло 114. Отличный вариант подарка для разных случаев.,Дом и уют,3303,RUB,https://store.example.com/item/RU114,https://images.example.com/RU114.jpg,8,13
RU115,Классический свеча 115,Классический свеча 115. Отличный вариант подарка для разных случаев.,Еда и напитки,1035,RUB,https://store.example.com/item/RU115,https://images.example.com/RU115.jpg,8,59
RU116,Уютный плед 116,Уютный плед 116. Отличный вариант подарка для разных случаев.,Детские товары,5697,RUB,https://store.example.com/item/RU116,https://images.example.com/RU116.jpg,12,18
RU117,Ароматический ручка 117,Ароматический ручка 117. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,2096,RUB,https://store.example.com/item/RU117,https://images.example.com/RU117.jpg,12,60
RU118,Красочный набор 118,Красочный набор 118. Отличный вариант подарка для разных случаев.,Канцелярия,1731,RUB,https://store.example.com/item/RU118,https://images.example.com/RU118.jpg,8,22
RU119,Набор ручка 119,Набор ручка 119. Отличный вариант подарка для разных случаев.,Красота и здоровье,5514,RUB,https://store.example.com/item/RU119,https://images.example.com/RU119.jpg,6,25
RU120,Стильный свеча 120,Стильный свеча 120. Отличный вариант подарка для разных случаев.,Электроника,3065,RUB,https://store.example.com/item/RU120,https://images.example.com/RU120.jpg,3,7
RU121,Ароматический браслет 121,Ароматический браслет 121. Отличный вариант подарка для разных случаев.,Канцелярия,5674,RUB,https://store.example.com/item/RU121,https://images.example.com/RU121.jpg,16,75
RU122,Компактный набор 122,Компактный набор 122. Отличный вариант подарка для разных случаев.,Красота и здоровье,2186,RUB,https://store.example.com/item/RU122,https://images.example.com/RU122.jpg,18,76
RU123,Ароматический ожерелье 123,Ароматический ожерелье 123. Отличный вариант подарка для разных случаев.,Творчество и хобби,5113,RUB,https://store.example.com/item/RU123,https://images.example.com/RU123.jpg,0,3
RU124,Уютный чай 124,Уютный чай 124. Отличный вариант подарка для разных случаев.,Электроника,2572,RUB,https://store.example.com/item/RU124,https://images.example.com/RU124.jpg,8,50
RU125,Красочный чашка 125,Красочный чашка 125. Отличный вариант подарка для разных случаев.,Творчество и хобби,2706,RUB,https://store.example.com/item/RU125,https://images.example.com/RU125.jpg,6,72
RU126,Подарочный масло 126,Подарочный масло 126. Отличный вариант подарка для разных случаев.,Игры и хобби,2336,RUB,https://store.example.com/item/RU126,https://images.example.com/RU126.jpg,6,67
RU127,Ароматический чашка 127,Ароматический чашка 127. Отличный вариант подарка для разных случаев.,Еда и напитки,4943,RUB,https://store.example.com/item/RU127,https://images.example.com/RU127.jpg,8,16
RU128,Набор фонарь 128,Набор фонарь 128. Отличный вариант подарка для разных случаев.,Красота и здоровье,1860,RUB,https://store.example.com/item/RU128,https://images.example.com/RU128.jpg,0,45
RU129,Стильный чашка 129,Стильный чашка 129. Отличный вариант подарка для разных случаев.,Детские товары,1555,RUB,https://store.example.com/item/RU129,https://images.example.com/RU129.jpg,0,25
RU130,Декоративный ручка 130,Декоративный ручка 130. Отличный вариант подарка для разных случаев.,Украшения,2776,RUB,https://store.example.com/item/RU130,https://images.example.com/RU130.jpg,3,34
RU131,Классический игра 131,Классический игра 131. Отличный вариант подарка для разных случаев.,Еда и напитки,1721,RUB,https://store.example.com/item/RU131,https://images.example.com/RU131.jpg,16,57
RU132,Креативный свеча 132,Креативный свеча 132. Отличный вариант подарка для разных случаев.,Игры и хобби,5176,RUB,https://store.example.com/item/RU132,https://images.example.com/RU132.jpg,16,21
RU133,Уютный плед 133,Уютный плед 133. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,5189,RUB,https://store.example.com/item/RU133,https://images.example.com/RU133.jpg,0,75
RU134,Классический фонарь 134,Классический фонарь 134. Отличный вариант подарка для разных случаев.,Еда и напитки,1442,RUB,https://store.example.com/item/RU134,https://images.example.com/RU134.jpg,3,47
RU135,Красочный чашка 135,Красочный чашка 135. Отличный вариант подарка для разных случаев.,Еда и напитки,1918,RUB,https://store.example.com/item/RU135,https://images.example.com/RU135.jpg,0,18
RU136,Уютный фонарь 136,Уютный фонарь 136. Отличный вариант подарка для разных случаев.,Дом и уют,928,RUB,https://store.example.com/item/RU136,https://images.example.com/RU136.jpg,3,74
RU137,Красочный чай 137,Красочный чай 137. Отличный вариант подарка для разных случаев.,Красота и здоровье,3140,RUB,https://store.example.com/item/RU137,https://images.example.com/RU137.jpg,8,79
RU138,Уютный масло 138,Уютный масло 138. Отличный вариант подарка для разных случаев.,Еда и напитки,3384,RUB,https://store.example.com/item/RU138,https://images.example.com/RU138.jpg,12,35
RU139,Уютный ручка 139,Уютный ручка 139. Отличный вариант подарка для разных случаев.,Канцелярия,5484,RUB,https://store.example.com/item/RU139,https://images.example.com/RU139.jpg,6,22
RU140,Креативный браслет 140,Креативный браслет 140. Отличный вариант подарка для разных случаев.,Дом и уют,3867,RUB,https://store.example.com/item/RU140,https://images.example.com/RU140.jpg,18,76
RU141,Классический плед 141,Классический плед 141. Отличный вариант подарка для разных случаев.,Красота и здоровье,2094,RUB,https://store.example.com/item/RU141,https://images.example.com/RU141.jpg,8,38
RU142,Подарочный браслет 142,Подарочный браслет 142. Отличный вариант подарка для разных случаев.,Украшения,5809,RUB,https://store.example.com/item/RU142,https://images.example.com/RU142.jpg,3,6
RU143,Уютный набор ножей 143,Уютный набор ножей 143. Отличный вариант подарка для разных случаев.,Красота и здоровье,3354,RUB,https://store.example.com/item/RU143,https://images.example.com/RU143.jpg,12,68
RU144,Классический игра 144,Классический игра 144. Отличный вариант подарка для разных случаев.,Дом и уют,2422,RUB,https://store.example.com/item/RU144,https://images.example.com/RU144.jpg,0,16
RU145,Ароматический фонарь 145,Ароматический фонарь 145. Отличный вариант подарка для разных случаев.,Электроника,2763,RUB,https://store.example.com/item/RU145,https://images.example.com/RU145.jpg,0,29
RU146,Креативный плед 146,Креативный плед 146. Отличный вариант подарка для разных случаев.,Детские товары,2577,RUB,https://store.example.com/item/RU146,https://images.example.com/RU146.jpg,18,66
RU147,Ароматический свеча 147,Ароматический свеча 147. Отличный вариант подарка для разных случаев.,Еда и напитки,3713,RUB,https://store.example.com/item/RU147,https://images.example.com/RU147.jpg,0,29
RU148,Набор книга 148,Набор книга 148. Отличный вариант подарка для разных случаев.,Спорт и активный отдых,5997,RUB,https://store.example.com/item/RU148,https://images.example.com/RU148.jpg,0,23
RU149,Стильный игра 149,Стильный игра 149. Отличный вариант подарка для разных случаев.,Красота и здоровье,2736,RUB,https://store.example.com/item/RU149,https://images.example.com/RU149.jpg,16,22
RU150,Классический браслет 150,Классический браслет 150. Отличный вариант подарка для разных случаев.,Красота и здоровье,1037,RUB,https://store.example.com/item/RU150,https://images.example.com/RU150.jpg,18,30
RU151,Подарочный чашка 151,Подарочный чашка 151. Отличный вариант подарка для разных случаев.,Красота и здоровье,2075,RUB,https://store.example.com/item/RU151,https://images.example.com/RU151.jpg,16,24
RU152,Уютный чай 152,Уютный чай 152. Отличный вариант подарка для разных случаев.,Еда и напитки,3777,RUB,https://store.example.com/item/RU152,https://images.example.com/RU152.jpg,16,57
RU153,Уютный браслет 153,Уютный браслет 153. Отличный вариант подарка для разных случаев.,Украшения,1923,RUB,https://store.example.com/item/RU153,https://images.example.com/RU153.jpg,0,2
